season,week,cutline_type,key,raw_cutline,shrunk_cutline,base_cutline
2022,11,slot,RB,10.7,11.2175,11.85
2022,11,slot,WR,9.9,10.102500000000001,10.350000000000001
2022,11,slot,TE,6.5,8.27,9.45
2022,11,slot,FLEX,7.6,7.9,8.350000000000001
2022,11,slot,SF,10.14,11.39,12.64
2022,11,position,QB,10.14,11.515,12.64
2022,11,position,RB,7.7,8.0375,8.45
2022,11,position,WR,7.6,8.004999999999999,8.5
2022,11,position,TE,6.5,7.58,8.3
2022,12,slot,QB,20.8,19.601,18.62
2022,12,slot,RB,13.2,12.5925,11.85
2022,12,slot,WR,11.0,10.707500000000001,10.350000000000001
2022,12,slot,TE,9.9,9.629999999999999,9.45
2022,12,slot,FLEX,9.0,8.74,8.350000000000001
2022,12,slot,SF,13.86,13.25,12.64
2022,12,position,QB,13.86,13.189,12.64
2022,12,position,RB,9.2,8.862499999999999,8.45
2022,12,position,WR,9.0,8.775,8.5
2022,12,position,TE,9.9,8.940000000000001,8.3
2022,13,slot,QB,17.14,17.954,18.62
2022,13,slot,RB,11.1,11.4375,11.85
2022,13,slot,WR,10.4,10.377500000000001,10.350000000000001
2022,13,slot,TE,8.2,8.95,9.45
2022,13,slot,FLEX,8.4,8.38,8.350000000000001
2022,13,slot,SF,13.28,12.96,12.64
2022,13,position,QB,13.28,12.928,12.64
2022,13,position,RB,8.4,8.422500000000001,8.45
2022,13,position,WR,8.5,8.5,8.5
2022,13,position,TE,8.2,8.26,8.3
2022,14,slot,QB,19.48,19.007,18.62
2022,14,slot,RB,10.2,10.942499999999999,11.85
2022,14,slot,WR,10.6,10.4875,10.350000000000001
2022,14,slot,TE,8.5,9.07,9.45
2022,14,slot,FLEX,7.4,7.780000000000001,8.350000000000001
2022,14,slot,SF,10.24,11.440000000000001,12.64
2022,14,position,QB,10.24,11.56,12.64
2022,14,position,RB,7.6,7.9825,8.45
2022,14,position,WR,7.4,7.8950000000000005,8.5
2022,14,position,TE,8.5,8.38,8.3
2022,15,slot,QB,19.24,18.899,18.62
2022,15,slot,RB,12.0,11.932500000000001,11.85
2022,15,slot,WR,11.1,10.762500000000001,10.350000000000001
2022,15,slot,TE,10.7,9.95,9.45
2022,15,slot,FLEX,9.9,9.280000000000001,8.350000000000001
2022,15,slot,SF,13.2,12.92,12.64
2022,15,position,QB,13.2,12.892,12.64
2022,15,position,RB,9.9,9.2475,8.45
2022,15,position,WR,10.0,9.325,8.5
2022,15,position,TE,10.2,9.06,8.3
2022,16,slot,QB,18.26,18.458000000000002,18.62
2022,16,slot,RB,11.5,11.657499999999999,11.85
2022,16,slot,WR,10.3,10.322500000000002,10.350000000000001
2022,16,slot,TE,10.2,9.75,9.45
2022,16,slot,FLEX,8.2,8.26,8.350000000000001
2022,16,slot,SF,10.4,11.52,12.64
2022,16,position,QB,10.4,11.632000000000001,12.64
2022,16,position,RB,8.4,8.422500000000001,8.45
2022,16,position,WR,8.600000000000001,8.555000000000001,8.5
2022,16,position,TE,8.2,8.26,8.3
2022,17,slot,QB,17.06,17.918,18.62
2022,17,slot,RB,11.3,11.5475,11.85
2022,17,slot,WR,7.8,8.947500000000002,10.350000000000001
2022,17,slot,TE,11.0,10.07,9.45
2022,17,slot,FLEX,8.0,8.14,8.350000000000001
2022,17,slot,SF,9.6,11.120000000000001,12.64
2022,17,position,QB,9.6,11.272,12.64
2022,17,position,RB,8.0,8.2025,8.45
2022,17,position,WR,7.8,8.115,8.5
2022,17,position,TE,8.2,8.26,8.3
2022,18,slot,QB,15.86,17.378,18.62
2022,18,slot,RB,12.0,11.932500000000001,11.85
