player,team,position,tv_y0,tv_y1,tv_y2,tv_y3,pv_tv,tv_source
Tory Horton,Box of Broken Toys,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Xavier Legette,Box of Broken Toys,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Daniel Jones,Grayson  | Bargain Bin,QB,17.914671742590027,17.914671742590027,17.914671742590027,17.914671742590027,52.88411098412576,explicit_path
Jordan Love,Grayson  | Bargain Bin,QB,43.61251173678756,43.61251173678756,43.61251173678756,43.61251173678756,128.74413464699688,explicit_path
Kyler Murray,Grayson  | Bargain Bin,QB,41.52452255758232,41.52452255758232,41.52452255758232,41.52452255758232,122.58039058998301,explicit_path
Chase Brown,Grayson  | Bargain Bin,RB,39.56932871199295,39.56932871199295,39.56932871199295,39.56932871199295,116.8086583578032,explicit_path
Jonathan Taylor,Grayson  | Bargain Bin,RB,67.07794670178978,67.07794670178978,67.07794670178978,67.07794670178978,198.01409866368346,explicit_path
Kyle Monangai,Grayson  | Bargain Bin,RB,14.633839705389317,14.633839705389317,14.633839705389317,14.633839705389317,43.19909481030926,explicit_path
Travis Etienne Jr.,Grayson  | Bargain Bin,RB,28.80292422380369,28.80292422380369,28.80292422380369,28.80292422380369,85.02623230866848,explicit_path
Isaiah Likely,Grayson  | Bargain Bin,TE,0.9390487130852176,0.9390487130852176,0.9390487130852176,0.9390487130852176,2.7720718010275625,explicit_path
Davante Adams,Grayson  | Bargain Bin,WR,36.501704710147656,36.501704710147656,36.501704710147656,36.501704710147656,107.75303230435588,explicit_path
Drake London,Grayson  | Bargain Bin,WR,53.57937714279428,53.57937714279428,53.57937714279428,53.57937714279428,158.1663213255287,explicit_path
Malik Washington,Grayson  | Bargain Bin,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Tee Higgins,Grayson  | Bargain Bin,WR,36.501704710147656,36.501704710147656,36.501704710147656,36.501704710147656,107.75303230435588,explicit_path
Wan'Dale Robinson,Grayson  | Bargain Bin,WR,4.837466104965387,4.837466104965387,4.837466104965387,4.837466104965387,14.280199941857822,explicit_path
Xavier Worthy,Grayson  | Bargain Bin,WR,1.7335249588465584,1.7335249588465584,1.7335249588465584,1.7335249588465584,5.117365678515041,explicit_path
