player,team,position,tv_y0,tv_y1,tv_y2,tv_y3,adp,rsv_hat,rsv_p25,rsv_p50,rsv_p75,rankings_player,nfl_team,matched_rankings,is_rostered,tv_input_source,ranking_source,gsis_id,_season
Shedeur Sanders,Mike Vick In A Box,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,170,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Shedeur Sanders,CLE,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040668,2026
Bucky Irving,Mike Vick In A Box,RB,28.80292422380369,28.80292422380369,28.80292422380369,28.80292422380369,62,28.80292422380369,6.133707677644214,20.33255897854731,45.93013578495729,Bucky Irving,TB,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039361,2026
Devin Neal,Mike Vick In A Box,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,205,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Devin Neal,NO,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040202,2026
Jarquez Hunter,Mike Vick In A Box,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,273,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Jarquez Hunter,LAR,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040692,2026
Jaylen Wright,Mike Vick In A Box,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,192,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Jaylen Wright,MIA,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039874,2026
Tony Pollard,Mike Vick In A Box,RB,14.633839705389315,14.633839705389315,14.633839705389315,14.633839705389315,110,14.633839705389315,-2.9647184651934513,3.8346984167340885,25.965252020607025,Tony Pollard,TEN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0035261,2026
Trey McBride,Mike Vick In A Box,TE,30.76199907688703,30.76199907688703,30.76199907688703,30.76199907688703,32,30.76199907688703,5.42789176969568,24.55308881777795,38.25469514996348,Trey McBride,ARI,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037744,2026
CeeDee Lamb,Mike Vick In A Box,WR,80.643507239283,80.643507239283,80.643507239283,80.643507239283,16,80.643507239283,53.608165098689334,74.97844747733494,101.52026224295717,CeeDee Lamb,DAL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036358,2026
Chris Olave,Mike Vick In A Box,WR,53.57937714279428,53.57937714279428,53.57937714279428,53.57937714279428,38,53.57937714279428,27.664223883501034,46.60285639359489,66.90914197115902,Chris Olave,NO,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037239,2026
DeMario Douglas,Mike Vick In A Box,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,295,-4.079508352576218,-11.422265324803611,-6.439648782744728,2.8602624279593725,DeMario Douglas,NE,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038621,2026
DeVonta Smith,Mike Vick In A Box,WR,25.389096041484432,25.389096041484432,25.389096041484432,25.389096041484432,68,25.389096041484432,5.748746948964165,21.08223318921943,46.11915478159934,DeVonta Smith,PHI,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036912,2026
George Pickens,Mike Vick In A Box,WR,53.57937714279428,53.57937714279428,53.57937714279428,53.57937714279428,37,53.57937714279428,27.913667451426345,46.78847109436211,66.7730320856553,George Pickens,DAL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037247,2026
Jordan Addison,Mike Vick In A Box,WR,4.837466104965387,4.837466104965387,4.837466104965387,4.837466104965387,114,4.837466104965387,-9.621255278319941,-2.311181068781397,7.6296985316638395,Jordan Addison,MIN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038994,2026
Marvin Harrison Jr.,Mike Vick In A Box,WR,12.98207655471401,12.98207655471401,12.98207655471401,12.98207655471401,94,12.98207655471401,-3.4940995285208665,6.126122214488565,21.760960990411988,Marvin Harrison Jr.,ARI,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
Cam Ward,Slow Striders,QB,25.24237125292212,25.24237125292212,25.24237125292212,25.24237125292212,80,25.24237125292212,8.65014277130404,25.074072991154978,40.22017468074903,Cam Ward,TEN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040676,2026
Dak Prescott,Slow Striders,QB,56.682647315450744,56.682647315450744,56.682647315450744,56.682647315450744,18,56.682647315450744,32.00608339136131,49.70800200213302,79.97567520347867,Dak Prescott,DAL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033077,2026
Jared Goff,Slow Striders,QB,46.66954570915117,46.66954570915117,46.66954570915117,46.66954570915117,39,46.66954570915117,14.737734529740354,41.34745713287533,60.489187576420306,Jared Goff,DET,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033106,2026
D'Andre Swift,Slow Striders,RB,21.420335361786737,21.420335361786737,21.420335361786737,21.420335361786737,76,21.420335361786737,2.3823615440644694,13.96990429567444,35.47138478996402,D'Andre Swift,CHI,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036275,2026
De'Von Achane,Slow Striders,RB,67.07794670178978,67.07794670178978,67.07794670178978,67.07794670178978,25,67.07794670178978,34.346109479397924,56.334511684076546,92.04075290312701,De'Von Achane,MIA,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039040,2026
Isaac Guerendo,Slow Striders,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,238,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Isaac Guerendo,SF,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039363,2026
Ray Davis,Slow Striders,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,202,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Ray Davis,BUF,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039875,2026
Tyler Warren,Slow Striders,TE,0.9390487130852175,0.9390487130852175,0.9390487130852175,0.9390487130852175,84,0.9390487130852175,-13.574807975774391,-5.035810904865239,0.2668364991211426,Tyler Warren,IND,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040128,2026
Brandon Aiyuk,Slow Striders,WR,1.7335249588465584,1.7335249588465584,1.7335249588465584,1.7335249588465584,156,1.7335249588465584,-6.463951428283453,-1.9300799041411374,7.402987498633629,Brandon Aiyuk,SF,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036261,2026
Chris Godwin,Slow Striders,WR,12.98207655471401,12.98207655471401,12.98207655471401,12.98207655471401,98,12.98207655471401,-3.1208760765005152,6.291957428383512,20.850012823796092,Chris Godwin Jr.,TB,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033921,2026
Puka Nacua,Slow Striders,WR,89.44631446015306,89.44631446015306,89.44631446015306,89.44631446015306,9,89.44631446015306,59.663228263366804,83.62976130335805,117.9437484349246,Puka Nacua,LAR,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039075,2026
Savion Williams,Slow Striders,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,363,-4.079508352576218,-11.422265324803611,-6.439648782744728,2.8602624279593725,Savion Williams,GB,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040009,2026
Zay Flowers,Slow Striders,WR,36.501704710147656,36.501704710147656,36.501704710147656,36.501704710147656,57,36.501704710147656,12.870278494697033,30.994177544523055,56.28855350013541,Zay Flowers,BAL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039064,2026
Drake Maye,That One Egg Was 40 Yards,QB,108.28203345972585,108.28203345972585,108.28203345972585,108.28203345972585,3,108.28203345972585,53.42234444698369,104.76163634601714,147.05516566255073,Drake Maye,NE,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039851,2026
Jayden Daniels,That One Egg Was 40 Yards,QB,91.90496394232025,91.90496394232025,91.90496394232025,91.90496394232025,5,91.90496394232025,50.36488905374609,87.34882928947975,126.21081699826608,Jayden Daniels,WAS,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039910,2026
Bijan Robinson,That One Egg Was 40 Yards,RB,111.71163377244993,111.71163377244993,111.71163377244993,111.71163377244993,7,111.71163377244993,60.313621394696426,96.07731800241285,161.14110264371345,Bijan Robinson,ATL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038542,2026
James Cook,That One Egg Was 40 Yards,RB,67.07794670178978,67.07794670178978,67.07794670178978,67.07794670178978,23,67.07794670178978,30.66104843096035,54.72234541152632,93.40530512099352,James Cook III,BUF,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037248,2026
Tahj Brooks,That One Egg Was 40 Yards,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,290,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Tahj Brooks,CIN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040208,2026
Trey Benson,That One Egg Was 40 Yards,RB,4.799586798979035,4.799586798979035,4.799586798979035,4.799586798979035,155,4.799586798979035,-3.2886488773575246,-0.1684711020297387,6.801359630781681,Trey Benson,ARI,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039921,2026
Elijah Arroyo,That One Egg Was 40 Yards,TE,-9.877791010161058,-9.877791010161058,-9.877791010161058,-9.877791010161058,304,-9.877791010161058,-15.836412066026298,-10.110479310667568,-7.719672409692807,Elijah Arroyo,SEA,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040739,2026
Mason Taylor,That One Egg Was 40 Yards,TE,-9.877791010161058,-9.877791010161058,-9.877791010161058,-9.877791010161058,200,-9.877791010161058,-15.836412066026298,-10.110479310667568,-7.719672409692807,Mason Taylor,NYJ,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040736,2026
Arian Smith,That One Egg Was 40 Yards,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,345,-4.079508352576218,-11.422265324803611,-6.439648782744728,2.8602624279593725,Arian Smith,NYJ,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040582,2026
Garrett Wilson,That One Egg Was 40 Yards,WR,36.501704710147656,36.501704710147656,36.501704710147656,36.501704710147656,53,36.501704710147656,10.864101762118135,29.60321010290703,53.977117161128845,Garrett Wilson,NYJ,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037740,2026
Ja'Marr Chase,That One Egg Was 40 Yards,WR,89.44631446015306,89.44631446015306,89.44631446015306,89.44631446015306,10,89.44631446015306,60.16639435951745,83.65750272996799,116.54825190777804,Ja'Marr Chase,CIN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036900,2026
Jakobi Meyers,That One Egg Was 40 Yards,WR,10.01157017683248,10.01157017683248,10.01157017683248,10.01157017683248,108,10.01157017683248,-5.082525398081842,2.970873127060603,14.4331792138475,Jakobi Meyers,JAC,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0034960,2026
Jalen Royals,That One Egg Was 40 Yards,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,287,-4.079508352576218,-11.422265324803611,-6.439648782744728,2.8602624279593725,Jalen Royals,KC,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040646,2026
Josh Downs,That One Egg Was 40 Yards,WR,4.837466104965387,4.837466104965387,4.837466104965387,4.837466104965387,133,4.837466104965387,-5.2226196129723625,0.3382150321994759,12.921056804529474,Josh Downs,IND,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038997,2026
Konata Mumpfield,That One Egg Was 40 Yards,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,261,-4.079508352576218,-11.422265324803611,-6.439648782744728,2.8602624279593725,Konata Mumpfield,LAR,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040590,2026
J.J. McCarthy,Turner | Banana Breath,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,186,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,J.J. McCarthy,MIN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039923,2026
Jalen Hurts,Turner | Banana Breath,QB,70.36632135598788,70.36632135598788,70.36632135598788,70.36632135598788,6,70.36632135598788,33.580222521139504,65.4405159744704,103.0777334700571,Jalen Hurts,PHI,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036389,2026
Michael Penix Jr.,Turner | Banana Breath,QB,14.082020824588556,14.082020824588556,14.082020824588556,14.082020824588556,153,14.082020824588556,0.19224128093567394,13.940635040322666,25.820622629499713,Michael Penix Jr.,ATL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039917,2026
Patrick Mahomes,Turner | Banana Breath,QB,52.607783822140526,52.607783822140526,52.607783822140526,52.607783822140526,24,52.607783822140526,22.876120783175317,45.18551493670425,73.52864373483416,Patrick Mahomes II,KC,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033873,2026
Ashton Jeanty,Turner | Banana Breath,RB,67.07794670178978,67.07794670178978,67.07794670178978,67.07794670178978,26,67.07794670178978,36.079473996731096,57.0928361123963,91.39890019962814,Ashton Jeanty,LV,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040122,2026
Derrick Henry,Turner | Banana Breath,RB,30.79193045165168,30.79193045165168,30.79193045165168,30.79193045165168,47,30.79193045165168,4.990238026517503,22.385059959125144,48.31779996159816,Derrick Henry,BAL,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0032764,2026
Jacory Croskey-Merritt,Turner | Banana Breath,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,123,11.142907948967318,-4.4712345913408775,1.4301234369329663,21.50319061051104,Jacory Croskey-Merritt,WAS,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040242,2026
Quinshon Judkins,Turner | Banana Breath,RB,15.83076456597613,15.83076456597613,15.83076456597613,15.83076456597613,77,15.83076456597613,-3.3245507907512657,8.367997634914303,29.38834047507266,Quinshon Judkins,CLE,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040784,2026
RJ Harvey,Turner | Banana Breath,RB,15.83076456597613,15.83076456597613,15.83076456597613,15.83076456597613,82,15.83076456597613,-3.8892967388497954,8.3086271016351,27.013331822914147,RJ Harvey,DEN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040730,2026
Zach Charbonnet,Turner | Banana Breath,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,117,11.142907948967318,-5.364639599371612,0.9485230391775694,21.988282548097963,Zach Charbonnet,SEA,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039165,2026
Brock Bowers,Turner | Banana Breath,TE,30.76199907688703,30.76199907688703,30.76199907688703,30.76199907688703,35,30.76199907688703,5.2046467022342355,24.344208811761078,38.48827903507258,Brock Bowers,LV,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039338,2026
Dalton Kincaid,Turner | Banana Breath,TE,0.9390487130852175,0.9390487130852175,0.9390487130852175,0.9390487130852175,119,0.9390487130852175,-5.083258319585788,-2.5660222891562587,0.25639811055699935,Dalton Kincaid,BUF,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038933,2026
Courtland Sutton,Turner | Banana Breath,WR,12.98207655471401,12.98207655471401,12.98207655471401,12.98207655471401,86,12.98207655471401,-4.239583290398478,5.500259752223181,23.21761828590511,Courtland Sutton,DEN,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0034348,2026
Ladd McConkey,Turner | Banana Breath,WR,36.501704710147656,36.501704710147656,36.501704710147656,36.501704710147656,59,36.501704710147656,13.821157796910796,31.653462506215178,57.384118480754395,Ladd McConkey,LAC,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039915,2026
Travis Hunter,Turner | Banana Breath,WR,1.7335249588465584,1.7335249588465584,1.7335249588465584,1.7335249588465584,159,1.7335249588465584,-6.193253369911234,-1.517259878095982,7.805306632034888,Travis Hunter,JAC,True,True,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040718,2026
Aaron Rodgers,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,204,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Aaron Rodgers,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0023459,2026
Anthony Richardson Sr.,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,266,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Anthony Richardson Sr.,IND,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039164,2026
Baker Mayfield,,QB,41.524522557582316,41.524522557582316,41.524522557582316,41.524522557582316,52,41.524522557582316,6.8522589358062405,34.375760507116546,59.91957079409376,Baker Mayfield,TB,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0034855,2026
Deshaun Watson,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,274,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Deshaun Watson,CLE,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033537,2026
Fernando Mendoza,,QB,17.914671742590027,17.914671742590027,17.914671742590027,17.914671742590027,95,17.914671742590027,1.9788385714570875,14.09988757250445,26.566044775713525,Fernando Mendoza,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
Garrett Nussmeier,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,314,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Garrett Nussmeier,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
Geno Smith,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,195,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Geno Smith,NYJ,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0030565,2026
Jacoby Brissett,,QB,17.914671742590027,17.914671742590027,17.914671742590027,17.914671742590027,103,17.914671742590027,1.982328246213477,11.734317931254225,23.749864400107914,Jacoby Brissett,ARI,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033119,2026
Jameis Winston,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,310,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Jameis Winston,NYG,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0031503,2026
Joe Milton III,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,271,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Joe Milton III,DAL,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039398,2026
Justin Fields,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,312,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Justin Fields,KC,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036945,2026
Kirk Cousins,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,283,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Kirk Cousins,LV,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0029604,2026
Lamar Jackson,,QB,108.28203345972585,108.28203345972585,108.28203345972585,108.28203345972585,2,108.28203345972585,51.86797316023424,104.88250476430817,147.57648785485088,Lamar Jackson,BAL,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0034796,2026
Mac Jones,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,224,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Mac Jones,SF,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036972,2026
Malik Willis,,QB,43.61251173678756,43.61251173678756,43.61251173678756,43.61251173678756,45,43.61251173678756,8.148484896461873,38.65442621589938,61.086709015074184,Malik Willis,MIA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038128,2026
Matthew Stafford,,QB,48.684081488921706,48.684081488921706,48.684081488921706,48.684081488921706,30,48.684081488921706,18.564147369075098,42.257288125321864,64.9964295472076,Matthew Stafford,LAR,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0026498,2026
Riley Leonard,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,313,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Riley Leonard,IND,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0040206,2026
Sam Darnold,,QB,35.748525341171494,35.748525341171494,35.748525341171494,35.748525341171494,64,35.748525341171494,11.27507983850883,21.558189620858208,49.946035472916186,Sam Darnold,SEA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0034869,2026
Tua Tagovailoa,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,176,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Tua Tagovailoa,ATL,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036212,2026
Ty Simpson,,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,193,-1.344745252299209,-15.23452479595209,-1.4861310365650982,10.393856552611949,Ty Simpson,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
Aaron Jones Sr.,,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,118,11.142907948967318,-5.214133590722549,1.0319497876732981,21.921233158101444,Aaron Jones Sr.,MIN,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033293,2026
Adam Randall,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,301,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Adam Randall,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
Alvin Kamara,,RB,11.142907948967318,11.142907948967318,11.142907948967318,11.142907948967318,138,11.142907948967318,-1.9620268150612983,2.1034321963337863,15.797756973405713,Alvin Kamara,NO,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033906,2026
Antonio Gibson,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,325,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Antonio Gibson,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0036328,2026
Audric Estime,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,263,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Audric Estime,NO,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039373,2026
Austin Ekeler,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,303,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Austin Ekeler,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033699,2026
Bam Knight,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,267,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Bam Knight,ARI,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037157,2026
Braelon Allen,,RB,6.2284550304254624,6.2284550304254624,6.2284550304254624,6.2284550304254624,146,6.2284550304254624,-4.643464885464367,-1.1098724371225535,9.345488343143689,Braelon Allen,NYJ,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039794,2026
Brian Robinson Jr.,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,172,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Brian Robinson Jr.,ATL,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037746,2026
Chris Brooks,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,275,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Chris Brooks,GB,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038685,2026
Chris Rodriguez Jr.,,RB,1.579704573396754,1.579704573396754,1.579704573396754,1.579704573396754,161,1.579704573396754,-5.388194117452466,-2.4344015024599286,3.132623491573537,Chris Rodriguez Jr.,JAC,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038611,2026
Christian McCaffrey,,RB,95.67594129500097,95.67594129500097,95.67594129500097,95.67594129500097,15,95.67594129500097,48.86147380409691,79.51153829789536,129.8196071966684,Christian McCaffrey,SF,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0033280,2026
Dameon Pierce,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,319,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Dameon Pierce,PHI,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0037258,2026
David Montgomery,,RB,15.83076456597613,15.83076456597613,15.83076456597613,15.83076456597613,78,15.83076456597613,-3.4403782030918553,8.355820946861623,28.901234534087614,David Montgomery,HOU,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0035685,2026
Demond Claiborne,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,250,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Demond Claiborne,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
Devin Singletary,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,262,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Devin Singletary,NYG,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0035250,2026
Emanuel Wilson,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,180,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Emanuel Wilson,SEA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038797,2026
Emari Demercado,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,279,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Emari Demercado,KC,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0038705,2026
Emmett Johnson,,RB,4.799586798979035,4.799586798979035,4.799586798979035,4.799586798979035,157,4.799586798979035,-2.692031590440374,0.33954046693969,6.5623297606278195,Emmett Johnson,FA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,,2026
George Holani,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,241,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,George Holani,SEA,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039299,2026
Isaiah Davis,,RB,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,-0.0013952432203538923,220,-0.0013952432203538923,-6.969293934069573,-4.015501319077036,1.551523674956429,Isaiah Davis,NYJ,True,False,phase2_2026_rankings_fallback,fantasypros_rankings,00-0039798,2026
