season,week,player_id,player,team,position,opponent,projected_points,source,loaded_at
2025,11,19801,Josh Allen,BUF,QB,TB,21.7,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,24179,De'Von Achane,MIA,RB,WAS,21.5,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,24958,Drake Maye,NE,QB,NYJ,21.4,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,18877,Christian McCaffrey,SF,RB,ARI,20.6,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,21831,Jalen Hurts,PHI,QB,DET,20.5,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,19781,Lamar Jackson,BAL,QB,CLE,20.1,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,21681,Justin Herbert,LAC,QB,JAX,19.7,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,20824,Josh Jacobs,GB,RB,NYG,19.0,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,18890,Patrick Mahomes,KC,QB,DEN,18.8,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,18055,Dak Prescott,DAL,QB,LV,18.2,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,23189,Bijan Robinson,ATL,RB,CAR,18.1,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,2593,Aaron Rodgers,PIT,QB,CIN,17.9,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,23241,Brock Purdy,SF,QB,ARI,17.9,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,16763,Marcus Mariota,WAS,QB,MIA,17.3,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,23200,Jahmyr Gibbs,DET,RB,PHI,17.1,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,24927,Caleb Williams,CHI,QB,MIN,17.1,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,19790,Baker Mayfield,TB,QB,BUF,16.9,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,9038,Matthew Stafford,LAR,QB,SEA,16.9,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,21841,Jordan Love,GB,QB,NYG,16.9,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,22564,Ja'Marr Chase,CIN,WR,PIT,16.7,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,18018,Jacoby Brissett,ARI,QB,SF,16.6,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,21952,Rico Dowdle,CAR,RB,ATL,16.6,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,24956,J.J. McCarthy,MIN,QB,CHI,16.6,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
2025,11,23157,Jaxon Smith-Njigba,SEA,WR,LAR,16.6,fantasydata.weekly_projections,2026-04-10T02:02:54.062552+00:00
