season,week,player_id,player,team,position,opponent,projected_points,source,loaded_at
2025,3,23364,Jordan Mason,MIN,RB,CIN,14.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22587,Amon-Ra St. Brown,DET,WR,BAL,14.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23212,Kyren Williams,LAR,RB,PHI,14.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21756,Nico Collins,HOU,WR,JAX,14.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25323,Cam Ward,TEN,QB,IND,13.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23157,Jaxon Smith-Njigba,SEA,WR,NO,13.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20912,Tony Pollard,TEN,RB,IND,13.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,16597,Mike Evans,TB,WR,NYJ,13.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21691,Chuba Hubbard,CAR,RB,ATL,13.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,17920,Carson Wentz,MIN,QB,CIN,13.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22496,Mac Jones,SF,QB,ARI,13.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22526,Breece Hall,NYJ,RB,TB,13.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18983,James Conner,ARI,RB,SF,13.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24933,Brian Thomas Jr.,JAX,WR,HOU,13.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,611,Joe Flacco,CLE,QB,GB,13.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23186,Spencer Rattler,NO,QB,SEA,12.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23120,Zay Flowers,BAL,WR,DET,12.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25868,Ashton Jeanty,LV,RB,WAS,12.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23479,Jaylen Warren,PIT,RB,NE,12.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,16470,Davante Adams,LAR,WR,PHI,12.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23151,Drake London,ATL,WR,CAR,12.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18878,Alvin Kamara,NO,RB,SEA,12.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25097,Ladd McConkey,LAC,WR,DEN,12.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19798,Nick Chubb,HOU,RB,JAX,12.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21684,D'Andre Swift,CHI,RB,DAL,12.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18082,Tyreek Hill,MIA,WR,BUF,12.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20873,Terry McLaurin,WAS,WR,LV,12.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21674,J.K. Dobbins,DEN,RB,LAC,11.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23251,Trey McBride,ARI,TE,SF,11.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20932,Deebo Samuel Sr.,WAS,WR,LV,11.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23122,Garrett Wilson,NYJ,WR,TB,11.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20875,DK Metcalf,PIT,WR,NE,11.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,26259,Jacory Croskey-Merritt,WAS,RB,LV,11.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,26054,Tetairoa McMillan,CAR,WR,ATL,11.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21042,A.J. Brown,PHI,WR,LAR,11.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24943,Brock Bowers,LV,TE,WAS,11.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24977,Rome Odunze,CHI,WR,DAL,11.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21696,Travis Etienne Jr.,JAX,RB,HOU,11.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21690,Tee Higgins,CIN,WR,MIN,11.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20876,Jakobi Meyers,LV,WR,WAS,10.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22565,Chris Olave,NO,WR,SEA,10.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19800,Courtland Sutton,DEN,WR,LAC,10.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20882,David Montgomery,DET,RB,BAL,10.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24974,Marvin Harrison Jr.,ARI,WR,SF,10.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21692,Jerry Jeudy,CLE,WR,GB,10.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25956,Omarion Hampton,LAC,RB,DEN,10.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21687,DeVonta Smith,PHI,WR,LAR,10.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19844,DJ Moore,CHI,WR,DAL,10.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23153,George Pickens,DAL,WR,CHI,10.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22546,Rhamondre Stevenson,NE,RB,PIT,10.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19802,Calvin Ridley,TEN,WR,IND,10.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22598,Jaylen Waddle,MIA,WR,BUF,10.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,26092,Emeka Egbuka,TB,WR,NYJ,9.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24982,Ricky Pearsall,SF,WR,ARI,9.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23234,Jameson Williams,DET,WR,BAL,9.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21045,Marquise Brown,KC,WR,NYG,9.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21744,Michael Pittman Jr.,IND,WR,TEN,9.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,15076,Keenan Allen,LAC,WR,DEN,9.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24964,Keon Coleman,BUF,WR,MIA,9.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23141,Sam LaPorta,DET,TE,BAL,9.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,15048,Travis Kelce,KC,TE,NYG,9.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23170,Wan'Dale Robinson,NYG,WR,KC,9.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25946,Quinshon Judkins,CLE,RB,GB,9.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25874,Tyler Warren,IND,TE,TEN,9.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25887,Cam Skattebo,NYG,RB,KC,9.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21961,Darnell Mooney,ATL,WR,CAR,9.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,16906,Stefon Diggs,NE,WR,PIT,9.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18882,Cooper Kupp,SEA,WR,NO,9.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24118,Tucker Kraft,GB,TE,CLE,8.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25922,Matthew Golden,GB,WR,CLE,8.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23138,Jake Ferguson,DAL,TE,CHI,8.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23227,Khalil Shakir,BUF,WR,MIA,8.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23371,Isiah Pacheco,KC,RB,NYG,8.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24226,Quentin Johnston,LAC,WR,DEN,8.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21738,Juwan Johnson,NO,TE,SEA,8.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25092,Tyrone Tracy Jr.,NYG,RB,KC,8.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23729,Rashid Shaheed,NO,WR,SEA,8.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20805,T.J. Hockenson,MIN,TE,CIN,8.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23245,TreVeyon Henderson,NE,RB,PIT,7.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24348,Cedric Tillman,CLE,WR,GB,7.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18944,Kareem Hunt,KC,RB,NYG,7.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22623,Rashod Bateman,BAL,WR,DET,7.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19803,Mark Andrews,BAL,TE,DET,7.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23167,Romeo Doubs,GB,WR,CLE,7.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22613,Joshua Palmer,BUF,WR,MIA,7.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,17975,Hunter Henry,NE,TE,PIT,7.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19815,Christian Kirk,HOU,WR,JAX,7.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22562,Kenneth Gainwell,PIT,RB,NE,7.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,14856,Zach Ertz,WAS,TE,LV,7.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24145,Josh Downs,IND,WR,TEN,7.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24973,Troy Franklin,DEN,WR,LAC,7.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24292,Trey Benson,ARI,RB,SF,7.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22566,Calvin Austin III,PIT,WR,NE,7.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25889,Dylan Sampson,CLE,RB,GB,7.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22508,Kyle Pitts Sr.,ATL,TE,CAR,7.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25870,Harold Fannin Jr.,CLE,TE,GB,7.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18876,David Njoku,CLE,TE,GB,7.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23217,Rachaad White,TB,RB,NYJ,7.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24102,Dalton Kincaid,BUF,TE,MIA,7.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19863,Dallas Goedert,PHI,TE,LAR,6.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23250,Tyler Allgeier,ATL,RB,CAR,6.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18990,Jonnu Smith,PIT,TE,NE,6.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23489,Chig Okonkwo,TEN,TE,IND,6.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,15534,Adam Thielen,MIN,WR,CIN,6.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25944,RJ Harvey,DEN,RB,LAC,6.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23165,Marvin Mims Jr.,DEN,WR,LAC,6.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22686,Dyami Brown,JAX,WR,HOU,6.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23368,Jalen Nailor,MIN,WR,CIN,6.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19065,Jeremy McNichols,WAS,RB,LV,6.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19920,Dalton Schultz,HOU,TE,JAX,6.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25964,Elic Ayomanor,TEN,WR,IND,6.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24223,Brenton Strange,JAX,TE,HOU,6.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23121,Kayshon Boutte,NE,WR,PIT,6.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25898,Bhayshul Tuten,JAX,RB,HOU,6.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24947,Ja'Tavion Sanders,CAR,TE,ATL,6.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21768,Najee Harris,LAC,RB,DEN,6.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25942,Woody Marks,HOU,RB,JAX,5.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24180,DeMario Douglas,NE,WR,PIT,5.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22507,Pat Freiermuth,PIT,TE,NE,5.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23205,Jerome Ford,CLE,RB,GB,5.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20924,Hunter Renfrow,CAR,WR,ATL,5.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,26056,Travis Hunter,JAX,WR,HOU,5.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23134,Cade Otton,TB,TE,NYJ,5.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24068,KaVontae Turpin,DAL,WR,CHI,5.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,14986,DeAndre Hopkins,BAL,WR,DET,5.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23232,Alec Pierce,IND,WR,TEN,5.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24173,Michael Wilson,ARI,WR,SF,5.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20943,Darius Slayton,NYG,WR,KC,5.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18883,JuJu Smith-Schuster,KC,WR,NYG,5.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,26102,Dont'e Thornton Jr.,LV,WR,WAS,5.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24177,Tre Tucker,LV,WR,WAS,5.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25952,Kyle Monangai,CHI,RB,DAL,5.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19961,Ray-Ray McCloud III,ATL,WR,CAR,5.3,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23253,Dontayvion Wicks,GB,WR,CLE,5.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20933,Miles Sanders,DAL,RB,CHI,5.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21772,Cole Kmet,CHI,TE,DAL,5.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23190,Brian Robinson Jr.,SF,RB,ARI,5.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19853,Mike Gesicki,CIN,TE,MIN,5.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24595,Zavier Scott,MIN,RB,CIN,5.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20802,Justice Hill,BAL,RB,DET,5.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23237,Chris Rodriguez Jr.,WAS,RB,LV,4.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23196,George Holani,SEA,RB,NO,4.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23662,Jake Tonges,SF,TE,ARI,4.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19318,Kendrick Bourne,SF,WR,ARI,4.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,17961,Sterling Shepard,TB,WR,NYJ,4.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18032,Tyler Higbee,LAR,TE,PHI,4.6,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25103,Malik Washington,MIA,WR,BUF,4.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,26094,Jayden Higgins,HOU,WR,JAX,4.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23142,Theo Johnson,NYG,TE,KC,4.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24934,Braelon Allen,NYJ,RB,TB,4.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21142,Olamide Zaccheaus,CHI,WR,DAL,4.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21785,Noah Gray,KC,TE,NYG,4.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22539,Zamir White,LV,RB,WAS,4.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21952,Rico Dowdle,CAR,RB,ATL,4.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24980,Ray Davis,BUF,RB,MIA,4.2,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,16830,Tyler Lockett,TEN,WR,IND,4.1,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21734,Nick Westbrook-Ikhine,MIA,WR,BUF,4.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20753,Noah Fant,CIN,TE,MIN,4.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25963,Mason Taylor,NYJ,TE,TB,4.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,22597,Jalen Tolbert,DAL,WR,CHI,4.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,24989,Tory Horton,SEA,WR,NO,4.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,19988,Tyler Conklin,LAC,TE,DEN,4.0,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,18993,Samaje Perine,CIN,RB,MIN,3.9,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,20837,Ty Johnson,BUF,RB,MIA,3.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,25106,AJ Barner,SEA,TE,NO,3.8,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,16568,Brandin Cooks,NO,WR,SEA,3.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23231,Tyler Badie,DEN,RB,LAC,3.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23469,Tyquan Thornton,KC,WR,NYG,3.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23192,Chris Brooks,GB,RB,CLE,3.7,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,23140,Michael Mayer,LV,TE,WAS,3.5,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
2025,3,21675,Tyler Johnson,NYJ,WR,TB,3.4,fantasydata.weekly_projections,2026-04-10T02:02:53.890522+00:00
