season,week,player_id,player,team,position,opponent,projected_points,source,loaded_at
2025,12,24958,Drake Maye,NE,QB,CIN,22.7,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,18877,Christian McCaffrey,SF,RB,CAR,22.6,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,19781,Lamar Jackson,BAL,QB,NYJ,21.9,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,18890,Patrick Mahomes,KC,QB,IND,21.4,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,21831,Jalen Hurts,PHI,QB,DAL,21.3,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,19801,Josh Allen,BUF,QB,HOU,20.8,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,23200,Jahmyr Gibbs,DET,RB,NYG,20.0,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,21682,Jonathan Taylor,IND,RB,KC,19.4,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,23241,Brock Purdy,SF,QB,CAR,19.0,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,23189,Bijan Robinson,ATL,RB,NO,18.8,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,17922,Jared Goff,DET,QB,NYG,17.9,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,9038,Matthew Stafford,LAR,QB,TB,17.7,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,23157,Jaxon Smith-Njigba,SEA,WR,TEN,17.4,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,18055,Dak Prescott,DAL,QB,PHI,17.0,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,19790,Baker Mayfield,TB,QB,LAR,16.9,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,20841,Daniel Jones,IND,QB,KC,16.8,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,19812,Sam Darnold,SEA,QB,TEN,16.8,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,24927,Caleb Williams,CHI,QB,PIT,16.7,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,22490,Trevor Lawrence,JAX,QB,ARI,16.6,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,17959,Derrick Henry,BAL,RB,NYJ,16.6,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,22587,Amon-Ra St. Brown,DET,WR,NYG,16.5,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,18018,Jacoby Brissett,ARI,QB,JAX,16.4,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,23247,James Cook,BUF,RB,HOU,16.4,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
2025,12,24172,Puka Nacua,LAR,WR,TB,16.1,fantasydata.weekly_projections,2026-04-10T02:02:54.081481+00:00
